surface_area_m2,total_rooms,rooms,bathrooms,floor_level,prix,price_tnd,city,city_encoded,price_per_m2,rooms_per_surface
207.0,1.0,1,2,8,851184.0,851184.0,ben-arous,1,4112.0,0.004830917874396135
70.0,3.0,3,1,3,288414.0,288414.0,ariana,0,4120.2,0.04285714285714286
256.0,1.0,1,2,7,1136896.0,1136896.0,tunis,3,4441.0,0.00390625
234.0,5.0,3,2,1,983736.0,983736.0,tunis,3,4204.0,0.01282051282051282
57.0,3.0,3,1,9,230052.0,230052.0,ariana,0,4036.0,0.05263157894736842
262.0,2.0,1,2,3,921716.0,921716.0,ben-arous,1,3518.0,0.003816793893129771
138.0,5.0,2,1,8,498911.0,498911.0,tunis,3,3615.2971014492755,0.014492753623188406
277.0,5.0,3,1,5,1232331.0,1232331.0,tunis,3,4448.848375451264,0.010830324909747292
129.0,1.0,1,1,1,635067.0,635067.0,tunis,3,4923.0,0.007751937984496124
244.0,1.0,1,2,1,1057813.0,1057813.0,tunis,3,4335.299180327869,0.004098360655737705
299.0,2.0,1,2,1,1248624.0,1248624.0,ben-arous,1,4176.0,0.0033444816053511705
247.0,3.0,3,1,3,1149044.0,1149044.0,tunis,3,4652.0,0.012145748987854251
238.0,2.0,1,1,1,981512.0,981512.0,ariana,0,4124.0,0.004201680672268907
74.0,5.0,2,1,8,300440.0,300440.0,ariana,0,4060.0,0.02702702702702703
226.0,3.0,1,2,1,1071014.0,1071014.0,ariana,0,4739.0,0.004424778761061947
64.0,2.0,2,1,1,281856.0,281856.0,tunis,3,4404.0,0.03125
144.0,1.0,1,1,3,559296.0,559296.0,ben-arous,1,3884.0,0.006944444444444444
226.0,3.0,2,2,4,961856.0,961856.0,ariana,0,4256.0,0.008849557522123894
60.0,3.0,2,1,2,224880.0,224880.0,ben-arous,1,3748.0,0.03333333333333333
114.0,2.0,2,1,3,470592.0,470592.0,ben-arous,1,4128.0,0.017543859649122806
151.0,1.0,1,2,9,667812.0,667812.0,tunis,3,4422.596026490066,0.006622516556291391
213.0,5.0,3,2,6,695658.0,695658.0,ben-arous,1,3266.0,0.014084507042253521
275.0,3.0,2,1,3,1231450.0,1231450.0,ariana,0,4478.0,0.007272727272727273
200.0,4.0,2,2,1,932200.0,932200.0,ariana,0,4661.0,0.01
104.0,5.0,1,1,5,524050.0,524050.0,ariana,0,5038.942307692308,0.009615384615384616
79.0,2.0,1,1,8,335118.0,335118.0,tunis,3,4242.0,0.012658227848101266
73.0,2.0,1,1,5,381027.0,381027.0,ariana,0,5219.54794520548,0.0136986301369863
286.0,1.0,1,1,5,1018446.0,1018446.0,ben-arous,1,3561.0,0.0034965034965034965
105.0,4.0,1,1,1,438795.0,438795.0,ben-arous,1,4179.0,0.009523809523809525
147.0,4.0,1,1,1,645330.0,645330.0,tunis,3,4390.0,0.006802721088435374
88.0,3.0,3,1,4,317116.0,317116.0,tunis,3,3603.590909090909,0.03409090909090909
70.0,5.0,2,1,1,296170.0,296170.0,tunis,3,4231.0,0.02857142857142857
199.0,2.0,2,2,9,673814.0,673814.0,ben-arous,1,3386.0,0.010050251256281407
224.0,5.0,1,1,7,1014720.0,1014720.0,tunis,3,4530.0,0.004464285714285714
131.0,4.0,1,1,3,556095.0,556095.0,tunis,3,4245.0,0.007633587786259542
246.0,4.0,1,2,4,998268.0,998268.0,ben-arous,1,4058.0,0.0040650406504065045
237.0,4.0,1,2,8,966486.0,966486.0,ben-arous,1,4078.0,0.004219409282700422
95.0,1.0,1,1,1,416290.0,416290.0,ariana,0,4382.0,0.010526315789473684
182.0,4.0,4,1,5,786786.0,786786.0,tunis,3,4323.0,0.02197802197802198
97.0,2.0,2,1,8,416518.0,416518.0,tunis,3,4294.0,0.020618556701030927
143.0,1.0,1,1,7,527155.0,527155.0,la-manouba,2,3686.3986013986014,0.006993006993006993
228.0,4.0,3,1,8,1023264.0,1023264.0,tunis,3,4488.0,0.013157894736842105
244.0,3.0,1,2,1,1095364.0,1095364.0,ariana,0,4489.196721311476,0.004098360655737705
135.0,2.0,2,1,1,669195.0,669195.0,ariana,0,4957.0,0.014814814814814815
116.0,2.0,1,1,5,573968.0,573968.0,tunis,3,4948.0,0.008620689655172414
135.0,4.0,2,1,5,600696.0,600696.0,tunis,3,4449.6,0.014814814814814815
73.0,3.0,3,1,4,275064.0,275064.0,ben-arous,1,3768.0,0.0410958904109589
89.0,4.0,4,1,1,378517.0,378517.0,tunis,3,4253.0,0.0449438202247191
81.0,1.0,1,1,1,267834.0,267834.0,ben-arous,1,3306.5925925925926,0.012345679012345678
217.0,3.0,1,2,3,875334.0,875334.0,ariana,0,4033.7972350230416,0.004608294930875576
141.0,5.0,1,1,1,602775.0,602775.0,tunis,3,4275.0,0.0070921985815602835
219.0,5.0,1,2,5,921836.0,921836.0,tunis,3,4209.296803652968,0.0045662100456621
157.0,1.0,1,2,3,634280.0,634280.0,ben-arous,1,4040.0,0.006369426751592357
143.0,2.0,2,1,6,688259.0,688259.0,tunis,3,4813.0,0.013986013986013986
184.0,1.0,1,2,1,771530.0,771530.0,tunis,3,4193.097826086957,0.005434782608695652
177.0,4.0,1,1,5,814580.0,814580.0,ariana,0,4602.146892655367,0.005649717514124294
88.0,1.0,1,1,6,432608.0,432608.0,tunis,3,4916.0,0.011363636363636364
203.0,5.0,3,2,4,927507.0,927507.0,tunis,3,4569.0,0.014778325123152709
73.0,2.0,1,1,2,322076.0,322076.0,tunis,3,4412.0,0.0136986301369863
277.0,1.0,1,2,6,1056755.0,1056755.0,ben-arous,1,3815.0,0.0036101083032490976
128.0,3.0,1,1,5,450240.0,450240.0,ben-arous,1,3517.5,0.0078125
240.0,2.0,1,1,9,914976.0,914976.0,ariana,0,3812.4,0.004166666666666667
63.0,5.0,1,1,7,277704.0,277704.0,tunis,3,4408.0,0.015873015873015872
281.0,2.0,1,1,6,1109669.0,1109669.0,ben-arous,1,3949.0,0.0035587188612099642
187.0,5.0,3,1,2,888998.0,888998.0,tunis,3,4754.0,0.016042780748663103
265.0,5.0,4,2,7,1008139.0,1008139.0,tunis,3,3804.298113207547,0.01509433962264151
172.0,5.0,3,2,1,716552.0,716552.0,tunis,3,4166.0,0.01744186046511628
118.0,3.0,1,1,1,581976.0,581976.0,ariana,0,4932.0,0.00847457627118644
255.0,5.0,1,2,2,966654.0,966654.0,tunis,3,3790.8,0.00392156862745098
192.0,4.0,2,2,2,803136.0,803136.0,ariana,0,4183.0,0.010416666666666666
233.0,1.0,1,2,4,1041044.0,1041044.0,tunis,3,4468.0,0.004291845493562232
171.0,3.0,2,2,7,660846.0,660846.0,ariana,0,3864.59649122807,0.011695906432748537
182.0,3.0,2,2,7,732732.0,732732.0,ariana,0,4026.0,0.01098901098901099
249.0,1.0,1,1,2,1087134.0,1087134.0,tunis,3,4366.0,0.004016064257028112
157.0,5.0,2,2,5,767102.0,767102.0,ariana,0,4886.0,0.012738853503184714
207.0,2.0,2,2,5,783495.0,783495.0,ben-arous,1,3785.0,0.00966183574879227
158.0,3.0,3,1,1,765984.0,765984.0,ariana,0,4848.0,0.0189873417721519
269.0,1.0,1,1,4,1084365.0,1084365.0,tunis,3,4031.096654275093,0.0037174721189591076
142.0,2.0,1,1,9,607476.0,607476.0,ariana,0,4278.0,0.007042253521126761
274.0,5.0,1,1,6,993524.0,993524.0,ben-arous,1,3626.0,0.0036496350364963502
169.0,1.0,1,2,9,630150.0,630150.0,tunis,3,3728.698224852071,0.005917159763313609
146.0,5.0,3,1,1,601812.0,601812.0,tunis,3,4122.0,0.02054794520547945
90.0,4.0,2,1,9,360720.0,360720.0,ben-arous,1,4008.0,0.022222222222222223
112.0,5.0,4,1,5,473536.0,473536.0,tunis,3,4228.0,0.03571428571428571
293.0,1.0,1,1,4,1137133.0,1137133.0,ben-arous,1,3881.0,0.0034129692832764505
300.0,1.0,1,1,9,1219500.0,1219500.0,ariana,0,4065.0,0.0033333333333333335
192.0,4.0,4,1,7,685440.0,685440.0,ben-arous,1,3570.0,0.020833333333333332
236.0,4.0,2,2,4,1177876.0,1177876.0,tunis,3,4991.0,0.00847457627118644
93.0,2.0,2,1,6,440820.0,440820.0,ariana,0,4740.0,0.021505376344086023
88.0,2.0,1,1,9,372477.0,372477.0,ariana,0,4232.693181818182,0.011363636363636364
239.0,2.0,1,1,5,1097966.0,1097966.0,tunis,3,4594.0,0.0041841004184100415
89.0,5.0,3,1,6,357335.0,357335.0,tunis,3,4015.0,0.033707865168539325
281.0,2.0,1,2,7,1009633.0,1009633.0,ben-arous,1,3593.0,0.0035587188612099642
256.0,3.0,3,2,9,928256.0,928256.0,ben-arous,1,3626.0,0.01171875
55.0,5.0,3,1,6,260150.0,260150.0,ariana,0,4730.0,0.05454545454545454
168.0,2.0,2,2,5,703987.0,703987.0,tunis,3,4190.398809523809,0.011904761904761904
245.0,1.0,1,1,8,1019935.0,1019935.0,ariana,0,4163.0,0.004081632653061225
137.0,1.0,1,1,4,498501.0,498501.0,ariana,0,3638.693430656934,0.0072992700729927005
263.0,3.0,2,2,8,1130900.0,1130900.0,ariana,0,4300.0,0.0076045627376425855
119.0,5.0,2,1,5,358142.0,358142.0,ben-arous,1,3009.5966386554624,0.01680672268907563
209.0,5.0,4,2,6,869440.0,869440.0,tunis,3,4160.0,0.019138755980861243
63.0,2.0,2,1,1,243186.0,243186.0,tunis,3,3860.095238095238,0.031746031746031744
284.0,2.0,1,2,5,1195185.0,1195185.0,ariana,0,4208.397887323944,0.0035211267605633804
195.0,2.0,2,1,6,796185.0,796185.0,tunis,3,4083.0,0.010256410256410256
99.0,4.0,1,1,5,465300.0,465300.0,tunis,3,4700.0,0.010101010101010102
211.0,4.0,3,1,3,958995.0,958995.0,tunis,3,4545.0,0.014218009478672985
52.0,2.0,1,1,1,213668.0,213668.0,tunis,3,4109.0,0.019230769230769232
157.0,4.0,2,1,2,578764.0,578764.0,ariana,0,3686.394904458599,0.012738853503184714
256.0,1.0,1,1,9,868096.0,868096.0,ben-arous,1,3391.0,0.00390625
190.0,5.0,2,2,5,794637.0,794637.0,tunis,3,4182.3,0.010526315789473684
122.0,4.0,1,1,6,554124.0,554124.0,ariana,0,4542.0,0.00819672131147541
118.0,4.0,1,1,5,586460.0,586460.0,ariana,0,4970.0,0.00847457627118644
71.0,3.0,3,1,5,240406.0,240406.0,ben-arous,1,3386.0,0.04225352112676056
245.0,3.0,1,1,1,1214710.0,1214710.0,ariana,0,4958.0,0.004081632653061225
149.0,4.0,3,1,4,655898.0,655898.0,tunis,3,4402.0,0.020134228187919462
124.0,1.0,1,1,1,587016.0,587016.0,tunis,3,4734.0,0.008064516129032258
290.0,2.0,2,1,4,889227.0,889227.0,ben-arous,1,3066.3,0.006896551724137931
270.0,4.0,2,2,7,1146231.0,1146231.0,tunis,3,4245.3,0.007407407407407408
140.0,2.0,1,1,1,535500.0,535500.0,ben-arous,1,3825.0,0.007142857142857143
115.0,3.0,1,1,6,527390.0,527390.0,ariana,0,4586.0,0.008695652173913044
284.0,3.0,1,2,1,1136284.0,1136284.0,tunis,3,4001.0,0.0035211267605633804
294.0,2.0,2,2,1,1430310.0,1430310.0,tunis,3,4865.0,0.006802721088435374
265.0,3.0,2,2,3,1134067.0,1134067.0,ariana,0,4279.498113207547,0.007547169811320755
124.0,5.0,3,1,6,520552.0,520552.0,ben-arous,1,4198.0,0.024193548387096774
222.0,3.0,1,2,5,859806.0,859806.0,ben-arous,1,3873.0,0.0045045045045045045
217.0,4.0,4,1,7,1061130.0,1061130.0,tunis,3,4890.0,0.018433179723502304
83.0,3.0,3,1,1,316313.0,316313.0,ben-arous,1,3811.0,0.03614457831325301
80.0,3.0,2,1,1,307280.0,307280.0,ben-arous,1,3841.0,0.025
196.0,1.0,1,2,7,867496.0,867496.0,tunis,3,4426.0,0.00510204081632653
67.0,3.0,1,1,4,291584.0,291584.0,tunis,3,4352.0,0.014925373134328358
193.0,3.0,1,2,5,795380.0,795380.0,tunis,3,4121.139896373057,0.0051813471502590676
285.0,4.0,1,2,7,1273380.0,1273380.0,ariana,0,4468.0,0.0035087719298245615
264.0,2.0,2,2,4,1100800.0,1100800.0,tunis,3,4169.69696969697,0.007575757575757576
84.0,3.0,1,1,6,404376.0,404376.0,ariana,0,4814.0,0.011904761904761904
244.0,3.0,1,2,7,997472.0,997472.0,ariana,0,4088.0,0.004098360655737705
153.0,5.0,4,2,5,655548.0,655548.0,ariana,0,4284.6274509803925,0.026143790849673203
212.0,1.0,1,2,5,920228.0,920228.0,ariana,0,4340.698113207547,0.0047169811320754715
212.0,3.0,2,1,5,982556.0,982556.0,ariana,0,4634.698113207547,0.009433962264150943
275.0,3.0,3,2,8,1314225.0,1314225.0,tunis,3,4779.0,0.01090909090909091
50.0,3.0,1,1,2,232500.0,232500.0,tunis,3,4650.0,0.02
263.0,2.0,2,1,5,1125377.0,1125377.0,tunis,3,4279.0,0.0076045627376425855
158.0,2.0,2,2,5,785260.0,785260.0,ariana,0,4970.0,0.012658227848101266
155.0,4.0,1,1,1,627595.0,627595.0,tunis,3,4049.0,0.0064516129032258064
294.0,4.0,4,1,7,1425900.0,1425900.0,tunis,3,4850.0,0.013605442176870748
285.0,2.0,2,1,7,1393080.0,1393080.0,tunis,3,4888.0,0.007017543859649123
193.0,4.0,2,2,2,806740.0,806740.0,tunis,3,4180.0,0.010362694300518135
238.0,1.0,1,1,4,1031730.0,1031730.0,ariana,0,4335.0,0.004201680672268907
282.0,1.0,1,1,2,1138800.0,1138800.0,tunis,3,4038.2978723404253,0.0035460992907801418
245.0,5.0,1,2,2,1031719.0,1031719.0,tunis,3,4211.097959183673,0.004081632653061225
54.0,2.0,1,1,2,175014.0,175014.0,ben-arous,1,3241.0,0.018518518518518517
78.0,2.0,1,1,7,284029.0,284029.0,ariana,0,3641.397435897436,0.01282051282051282
129.0,2.0,1,1,2,541671.0,541671.0,tunis,3,4199.0,0.007751937984496124
123.0,2.0,1,1,1,609711.0,609711.0,tunis,3,4957.0,0.008130081300813009
232.0,5.0,1,2,1,1031680.0,1031680.0,tunis,3,4446.896551724138,0.004310344827586207
146.0,2.0,1,1,7,584073.0,584073.0,ariana,0,4000.5,0.00684931506849315
284.0,2.0,1,1,8,1233781.0,1233781.0,tunis,3,4344.299295774648,0.0035211267605633804
146.0,2.0,1,1,1,627829.0,627829.0,ariana,0,4300.198630136986,0.00684931506849315
167.0,4.0,2,2,1,787071.0,787071.0,tunis,3,4713.0,0.011976047904191617
135.0,2.0,2,1,5,585495.0,585495.0,ariana,0,4337.0,0.014814814814814815
120.0,4.0,1,1,8,499800.0,499800.0,tunis,3,4165.0,0.008333333333333333
62.0,1.0,1,1,1,302808.0,302808.0,tunis,3,4884.0,0.016129032258064516
61.0,2.0,2,1,2,275110.0,275110.0,tunis,3,4510.0,0.03278688524590164
165.0,5.0,3,2,3,530475.0,530475.0,ben-arous,1,3215.0,0.01818181818181818
247.0,3.0,2,2,9,1184365.0,1184365.0,ariana,0,4795.0,0.008097165991902834
81.0,5.0,2,1,1,350325.0,350325.0,tunis,3,4325.0,0.024691358024691357
119.0,4.0,4,1,2,522053.0,522053.0,ariana,0,4387.0,0.03361344537815126
126.0,4.0,2,1,1,453222.0,453222.0,ben-arous,1,3597.0,0.015873015873015872
163.0,4.0,2,1,8,808806.0,808806.0,tunis,3,4962.0,0.012269938650306749
139.0,1.0,1,1,9,633423.0,633423.0,ariana,0,4557.0,0.007194244604316547
77.0,3.0,3,1,7,303303.0,303303.0,ben-arous,1,3939.0,0.03896103896103896
248.0,5.0,1,2,7,1016056.0,1016056.0,tunis,3,4097.0,0.004032258064516129
141.0,5.0,1,1,4,606018.0,606018.0,ariana,0,4298.0,0.0070921985815602835
170.0,4.0,4,1,3,810560.0,810560.0,ariana,0,4768.0,0.023529411764705882
133.0,2.0,2,1,5,696155.0,696155.0,tunis,3,5234.248120300752,0.015037593984962405
283.0,5.0,3,1,5,1274595.0,1274595.0,tunis,3,4503.8692579505305,0.01060070671378092
295.0,2.0,1,1,5,1292690.0,1292690.0,ariana,0,4382.0,0.003389830508474576
253.0,4.0,3,2,4,1183534.0,1183534.0,tunis,3,4678.0,0.011857707509881422
267.0,5.0,1,2,1,1334466.0,1334466.0,tunis,3,4998.0,0.003745318352059925
139.0,1.0,1,1,7,464496.0,464496.0,ben-arous,1,3341.6978417266187,0.007194244604316547
291.0,1.0,1,2,2,1313574.0,1313574.0,tunis,3,4514.0,0.003436426116838488
166.0,3.0,2,1,6,601916.0,601916.0,ben-arous,1,3626.0,0.012048192771084338
110.0,1.0,1,1,1,464530.0,464530.0,tunis,3,4223.0,0.00909090909090909
197.0,1.0,1,1,1,750964.0,750964.0,ben-arous,1,3812.0,0.005076142131979695
80.0,4.0,3,1,7,359784.0,359784.0,ariana,0,4497.3,0.0375
67.0,5.0,2,1,2,294686.0,294686.0,ariana,0,4398.298507462687,0.029850746268656716
76.0,3.0,3,1,9,379848.0,379848.0,ariana,0,4998.0,0.039473684210526314
138.0,5.0,3,1,8,653154.0,653154.0,tunis,3,4733.0,0.021739130434782608
263.0,5.0,4,2,1,1126692.0,1126692.0,ariana,0,4284.0,0.015209125475285171
231.0,3.0,2,1,4,776622.0,776622.0,ben-arous,1,3362.0,0.008658008658008658
157.0,2.0,2,2,9,761136.0,761136.0,tunis,3,4848.0,0.012738853503184714
76.0,1.0,1,1,8,324010.0,324010.0,ariana,0,4263.289473684211,0.013157894736842105
86.0,1.0,1,1,5,421486.0,421486.0,ariana,0,4901.0,0.011627906976744186
290.0,5.0,1,2,1,1346470.0,1346470.0,ariana,0,4643.0,0.0034482758620689655
113.0,2.0,1,1,5,485871.0,485871.0,ariana,0,4299.743362831859,0.008849557522123894
145.0,4.0,3,1,5,643075.0,643075.0,tunis,3,4435.0,0.020689655172413793
205.0,3.0,2,2,2,884575.0,884575.0,tunis,3,4315.0,0.00975609756097561
89.0,4.0,4,1,5,345070.0,345070.0,tunis,3,3877.191011235955,0.0449438202247191
188.0,4.0,4,1,2,791292.0,791292.0,tunis,3,4209.0,0.02127659574468085
110.0,2.0,2,1,2,415602.0,415602.0,ben-arous,1,3778.2,0.01818181818181818
265.0,3.0,2,2,3,1193030.0,1193030.0,tunis,3,4502.0,0.007547169811320755
210.0,4.0,1,1,8,888300.0,888300.0,ariana,0,4230.0,0.004761904761904762
108.0,1.0,1,1,7,461808.0,461808.0,ariana,0,4276.0,0.009259259259259259
207.0,3.0,2,2,2,876541.0,876541.0,tunis,3,4234.497584541063,0.00966183574879227
56.0,2.0,1,1,5,236544.0,236544.0,tunis,3,4224.0,0.017857142857142856
150.0,2.0,2,1,4,747300.0,747300.0,ariana,0,4982.0,0.013333333333333334
176.0,2.0,1,2,1,782848.0,782848.0,tunis,3,4448.0,0.005681818181818182
213.0,2.0,2,1,8,846036.0,846036.0,ben-arous,1,3972.0,0.009389671361502348
199.0,2.0,2,2,1,779264.0,779264.0,tunis,3,3915.899497487437,0.010050251256281407
113.0,3.0,2,1,1,476747.0,476747.0,tunis,3,4219.0,0.017699115044247787
156.0,3.0,3,1,7,748176.0,748176.0,ariana,0,4796.0,0.019230769230769232
298.0,3.0,2,1,3,1174984.0,1174984.0,ariana,0,3942.8993288590605,0.006711409395973154
78.0,2.0,1,1,2,335400.0,335400.0,tunis,3,4300.0,0.01282051282051282
156.0,5.0,1,1,1,743964.0,743964.0,tunis,3,4769.0,0.00641025641025641
155.0,5.0,4,1,8,476392.0,476392.0,ben-arous,1,3073.4967741935484,0.025806451612903226
219.0,5.0,3,2,2,721583.0,721583.0,ben-arous,1,3294.8995433789955,0.0136986301369863
158.0,4.0,2,1,4,666064.0,666064.0,ariana,0,4215.594936708861,0.012658227848101266
227.0,2.0,1,2,1,942504.0,942504.0,tunis,3,4152.0,0.004405286343612335
244.0,2.0,2,2,8,1078016.0,1078016.0,tunis,3,4418.098360655737,0.00819672131147541
77.0,5.0,2,1,5,341049.0,341049.0,tunis,3,4429.207792207792,0.025974025974025976
76.0,1.0,1,1,3,326420.0,326420.0,tunis,3,4295.0,0.013157894736842105
154.0,2.0,1,1,5,531022.0,531022.0,ben-arous,1,3448.194805194805,0.006493506493506494
115.0,4.0,3,1,1,478860.0,478860.0,tunis,3,4164.0,0.02608695652173913
143.0,3.0,2,1,3,666666.0,666666.0,ariana,0,4662.0,0.013986013986013986
228.0,3.0,3,2,5,769500.0,769500.0,ben-arous,1,3375.0,0.013157894736842105
89.0,1.0,1,1,9,424441.0,424441.0,ariana,0,4769.0,0.011235955056179775
255.0,4.0,4,1,8,1005210.0,1005210.0,ben-arous,1,3942.0,0.01568627450980392
118.0,2.0,2,1,7,395064.0,395064.0,ben-arous,1,3348.0,0.01694915254237288
75.0,2.0,2,1,1,327750.0,327750.0,ariana,0,4370.0,0.02666666666666667
273.0,1.0,1,1,5,1181544.0,1181544.0,tunis,3,4328.0,0.003663003663003663
68.0,2.0,1,1,3,286171.0,286171.0,tunis,3,4208.39705882353,0.014705882352941176
181.0,5.0,1,1,5,794846.0,794846.0,ariana,0,4391.414364640884,0.0055248618784530384
172.0,1.0,1,2,5,723844.0,723844.0,tunis,3,4208.395348837209,0.005813953488372093
155.0,4.0,2,1,3,695020.0,695020.0,tunis,3,4484.0,0.012903225806451613
72.0,5.0,4,1,2,295416.0,295416.0,ben-arous,1,4103.0,0.05555555555555555
96.0,4.0,1,1,1,349632.0,349632.0,ben-arous,1,3642.0,0.010416666666666666
266.0,1.0,1,2,5,1364939.0,1364939.0,tunis,3,5131.349624060151,0.0037593984962406013
269.0,4.0,1,1,9,853382.0,853382.0,ariana,0,3172.4237918215613,0.0037174721189591076
250.0,2.0,1,2,7,970808.0,970808.0,tunis,3,3883.232,0.004
187.0,3.0,2,1,1,1071221.0,1071221.0,tunis,3,5728.454545454545,0.0106951871657754
274.0,3.0,2,2,16,989295.0,989295.0,ariana,0,3610.565693430657,0.0072992700729927005
141.0,1.0,1,1,9,668553.0,668553.0,tunis,3,4741.510638297872,0.0070921985815602835
268.0,2.0,1,2,4,839430.0,839430.0,ben-arous,1,3132.2014925373132,0.0037313432835820895
169.0,5.0,4,1,5,579128.0,579128.0,ariana,0,3426.792899408284,0.023668639053254437
192.0,4.0,1,2,7,781709.0,781709.0,tunis,3,4071.4010416666665,0.005208333333333333
294.0,1.0,1,1,2,926466.0,926466.0,ariana,0,3151.2448979591836,0.003401360544217687
72.0,1.0,1,1,1,274753.0,274753.0,ariana,0,3816.0138888888887,0.013888888888888888
217.0,3.0,2,2,8,887075.0,887075.0,tunis,3,4087.9032258064517,0.009216589861751152
250.0,1.0,1,2,8,914598.0,914598.0,tunis,3,3658.392,0.004
107.0,1.0,1,1,1,550754.0,550754.0,tunis,3,5147.2336448598135,0.009345794392523364
168.0,1.0,1,2,7,628794.0,628794.0,ariana,0,3742.8214285714284,0.005952380952380952
191.0,3.0,2,1,4,865465.0,865465.0,tunis,3,4531.2303664921465,0.010471204188481676
61.0,1.0,1,1,5,258753.0,258753.0,ben-arous,1,4241.852459016393,0.01639344262295082
229.0,1.0,1,1,2,990081.0,990081.0,tunis,3,4323.4978165938865,0.004366812227074236
239.0,1.0,1,1,2,840425.0,840425.0,ben-arous,1,3516.4225941422596,0.0041841004184100415
122.0,4.0,1,1,2,577639.0,577639.0,tunis,3,4734.745901639344,0.00819672131147541
94.0,2.0,1,1,6,461127.0,461127.0,tunis,3,4905.606382978724,0.010638297872340425
82.0,1.0,1,1,3,342122.0,342122.0,ariana,0,4172.219512195122,0.012195121951219513
138.0,5.0,3,1,10,475304.0,475304.0,ariana,0,3444.231884057971,0.021739130434782608
150.0,5.0,4,1,6,579588.0,579588.0,ben-arous,1,3863.92,0.02666666666666667
148.0,2.0,1,1,7,708063.0,708063.0,tunis,3,4784.209459459459,0.006756756756756757
269.0,5.0,4,1,16,777292.0,777292.0,ben-arous,1,2889.561338289963,0.01486988847583643
96.0,3.0,2,1,2,423944.0,423944.0,tunis,3,4416.083333333333,0.020833333333333332
300.0,4.0,1,2,9,1044485.0,1044485.0,ariana,0,3481.616666666667,0.0033333333333333335
268.0,1.0,1,1,7,931905.0,931905.0,ben-arous,1,3477.257462686567,0.0037313432835820895
178.0,5.0,3,1,1,820972.0,820972.0,tunis,3,4612.202247191011,0.016853932584269662
291.0,1.0,1,2,5,1043904.0,1043904.0,ben-arous,1,3587.298969072165,0.003436426116838488
209.0,3.0,2,2,3,676693.0,676693.0,ben-arous,1,3237.7655502392345,0.009569377990430622
263.0,1.0,1,1,5,1317664.0,1317664.0,tunis,3,5010.12927756654,0.0038022813688212928
173.0,1.0,1,1,2,733203.0,733203.0,tunis,3,4238.167630057804,0.005780346820809248
195.0,3.0,2,1,4,944302.0,944302.0,tunis,3,4842.574358974359,0.010256410256410256
196.0,5.0,1,1,6,881607.0,881607.0,tunis,3,4497.994897959184,0.00510204081632653
264.0,1.0,1,1,5,993588.0,993588.0,ben-arous,1,3763.590909090909,0.003787878787878788
269.0,5.0,1,2,5,1062381.0,1062381.0,ben-arous,1,3949.371747211896,0.0037174721189591076
82.0,4.0,2,1,6,266028.0,266028.0,ben-arous,1,3244.243902439024,0.024390243902439025
259.0,4.0,2,2,1,1116268.0,1116268.0,tunis,3,4309.915057915058,0.007722007722007722
265.0,2.0,1,2,16,968056.0,968056.0,ben-arous,1,3653.0415094339623,0.0037735849056603774
248.0,2.0,1,1,1,717011.0,717011.0,ariana,0,2891.173387096774,0.004032258064516129
141.0,4.0,1,1,5,543847.0,543847.0,ariana,0,3857.0709219858154,0.0070921985815602835
83.0,2.0,1,1,9,321143.0,321143.0,ariana,0,3869.1927710843374,0.012048192771084338
267.0,3.0,2,2,10,922269.0,922269.0,ben-arous,1,3454.191011235955,0.00749063670411985
53.0,5.0,3,1,8,253232.0,253232.0,tunis,3,4777.962264150943,0.05660377358490566
134.0,4.0,3,1,4,524163.0,524163.0,ben-arous,1,3911.6641791044776,0.022388059701492536
108.0,4.0,1,1,4,433946.0,433946.0,tunis,3,4018.0185185185187,0.009259259259259259
192.0,4.0,3,1,1,688946.0,688946.0,ben-arous,1,3588.2604166666665,0.015625
192.0,2.0,1,2,10,903491.0,903491.0,tunis,3,4705.682291666667,0.005208333333333333
280.0,2.0,1,1,7,1088714.0,1088714.0,tunis,3,3888.2642857142855,0.0035714285714285713
226.0,5.0,1,1,2,697431.0,697431.0,ariana,0,3085.977876106195,0.004424778761061947
88.0,3.0,2,1,10,439397.0,439397.0,tunis,3,4993.147727272727,0.022727272727272728
140.0,1.0,1,1,9,586522.0,586522.0,ben-arous,1,4189.442857142857,0.007142857142857143
192.0,5.0,1,2,5,640692.0,640692.0,ben-arous,1,3336.9375,0.005208333333333333
184.0,5.0,3,1,10,667188.0,667188.0,ariana,0,3626.021739130435,0.016304347826086956
169.0,4.0,1,1,3,826564.0,826564.0,tunis,3,4890.91124260355,0.005917159763313609
255.0,1.0,1,2,16,781951.0,781951.0,ariana,0,3066.4745098039216,0.00392156862745098
253.0,3.0,2,2,3,1121491.0,1121491.0,tunis,3,4432.770750988142,0.007905138339920948
99.0,2.0,1,1,8,454374.0,454374.0,tunis,3,4589.636363636364,0.010101010101010102
183.0,2.0,1,1,16,607468.0,607468.0,ben-arous,1,3319.497267759563,0.00546448087431694
264.0,4.0,3,1,9,959015.0,959015.0,ben-arous,1,3632.632575757576,0.011363636363636364
145.0,5.0,2,1,6,628100.0,628100.0,tunis,3,4331.724137931034,0.013793103448275862
192.0,5.0,2,2,10,637456.0,637456.0,ariana,0,3320.0833333333335,0.010416666666666666
200.0,1.0,1,1,7,920150.0,920150.0,tunis,3,4600.75,0.005
93.0,3.0,1,1,7,430751.0,430751.0,tunis,3,4631.731182795699,0.010752688172043012
