city,neighborhood,address,building_type,surface_area_m2,rooms,bedrooms,bathrooms,floor_level,has_elevator,year_built,age,has_parking,has_terrace,has_garden,has_pool,price_tnd
Sousse,Centre Ville,"Centre Ville, Sousse",Villa,150.49713364671408,3,1,1,1,False,2024,2,False,True,False,False,811000
Kairouan,Résidentiel,"Résidentiel, Kairouan",Duplex,89.20596760385095,3,2,1,5,False,1982,44,False,False,False,False,216000
Kairouan,Touristique,"Touristique, Kairouan",Maison,131.05446851793513,2,2,1,3,False,1986,40,False,False,False,False,300000
Tozeur,Côtière,"Côtière, Tozeur",Studio,105.87083084415083,2,1,1,4,True,2007,19,True,False,True,False,187000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Dar (Maison Traditionnelle),162.34199727345828,4,2,1,4,True,2016,10,False,False,True,False,1282000
Gammarth,Luxueux,"Luxueux, Gammarth",Appartement,37.16975407578039,6,5,3,3,False,1976,50,False,True,True,False,665000
Monastir,Touristique,"Touristique, Monastir",Maison,115.68914509962737,3,1,1,5,False,1999,27,False,True,True,False,470000
Tozeur,Périphérie,"Périphérie, Tozeur",Dar (Maison Traditionnelle),137.0044705731952,2,1,1,4,False,2025,1,False,True,False,False,175000
Bizerte,Côtière,"Côtière, Bizerte",Dar (Maison Traditionnelle),138.09571353652632,2,1,1,4,True,1995,31,False,False,True,True,499000
Gabes,Centre Ville,"Centre Ville, Gabes",Villa,104.29399514137668,3,1,1,1,False,1981,45,True,False,True,False,295000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Appartement,193.27828261829825,4,3,2,0,False,1972,54,True,True,True,False,811000
Gabes,Populaire,"Populaire, Gabes",Appartement,131.66726564204902,2,1,1,2,False,2007,19,True,False,True,False,168000
Hammamet,Agricole,"Agricole, Hammamet",Appartement,103.40675690890104,3,2,1,5,False,1999,27,True,False,True,False,336000
Sfax,Centre Ville,"Centre Ville, Sfax",Studio,178.84896817742433,2,1,1,5,True,2025,1,True,False,True,False,492000
Mahdia,Touristique,"Touristique, Mahdia",Maison,88.83903501592874,3,2,1,5,True,1980,46,False,True,True,False,385000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Villa,101.37641888049515,6,3,1,0,False,2003,23,False,True,False,False,700000
La Marsa,Centre Ville,"Centre Ville, La Marsa",Villa,97.01509284994496,2,1,1,0,False,1968,58,True,True,False,False,669000
Gammarth,Populaire,"Populaire, Gammarth",Studio,79.53266576025598,1,1,1,0,False,2023,3,True,True,False,False,201000
Djerba,Périphérie,"Périphérie, Djerba",Villa,119.48803010913878,2,1,1,2,False,1985,41,True,True,False,False,579000
Nabeul,Populaire,"Populaire, Nabeul",Villa,80.21411682396942,6,5,3,5,True,2011,15,False,False,True,False,324000
Nabeul,Touristique,"Touristique, Nabeul",Penthouse,109.31744065692523,5,3,1,1,False,2021,5,False,False,False,False,467000
Hammamet,Luxueux,"Luxueux, Hammamet",Duplex,124.40493064251567,2,1,1,0,False,2012,14,False,True,True,False,871000
La Marsa,Périphérie,"Périphérie, La Marsa",Maison,203.2841954722486,4,2,1,4,False,1991,35,False,False,True,False,916000
Kairouan,Centre Ville,"Centre Ville, Kairouan",Maison,60.1021018829669,2,1,1,1,False,1990,36,True,False,True,False,199000
Kairouan,Touristique,"Touristique, Kairouan",Riad,118.29093355847553,2,1,1,3,True,1973,53,False,True,False,False,416000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Villa,97.30275530309848,4,3,1,1,False,1990,36,True,False,True,False,971000
Bizerte,Touristique,"Touristique, Bizerte",Studio,67.56784605972013,3,2,1,4,False,2008,18,False,False,True,False,188000
Sousse,Côtière,"Côtière, Sousse",Riad,101.53181905358785,3,1,1,2,False,1963,63,False,True,True,False,598000
La Marsa,Touristique,"Touristique, La Marsa",Penthouse,114.5736078717576,4,2,1,2,False,1979,47,False,False,True,False,826000
Gabes,Résidentiel,"Résidentiel, Gabes",Riad,107.9817484183647,2,1,1,3,False,1966,60,False,True,True,False,268000
Bizerte,Luxueux,"Luxueux, Bizerte",Studio,111.67769952650313,5,3,1,1,False,1974,52,False,False,True,False,215000
Tozeur,Centre Ville,"Centre Ville, Tozeur",Maison,159.06790599032573,3,2,1,0,False,2002,24,True,True,True,False,395000
Nabeul,Côtière,"Côtière, Nabeul",Appartement,103.33425027459981,2,1,1,1,False,2004,22,True,False,False,False,278000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Villa,107.57052707071783,4,3,2,2,False,1965,61,True,True,True,False,1006000
Monastir,Luxueux,"Luxueux, Monastir",Penthouse,73.25801657137941,4,2,1,1,False,1966,60,True,False,True,False,556000
Tunis,Agricole,"Agricole, Tunis",Duplex,88.9322179757024,6,5,3,0,False,1962,64,False,True,False,False,284000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Riad,107.15354838409415,4,4,2,5,False,2005,21,False,False,True,False,346000
Sousse,Agricole,"Agricole, Sousse",Maison,106.61172406375776,5,4,2,5,False,1985,41,True,False,False,False,285000
Hammamet,Populaire,"Populaire, Hammamet",Penthouse,188.2643067945683,4,3,1,0,False,1966,60,False,True,True,True,731000
Hammamet,Luxueux,"Luxueux, Hammamet",Dar (Maison Traditionnelle),44.63571635777856,2,1,1,1,False,2021,5,False,True,False,True,668000
Monastir,Touristique,"Touristique, Monastir",Riad,87.25674206719867,3,1,1,1,False,1983,43,True,True,False,False,587000
Sidi Bou Said,Agricole,"Agricole, Sidi Bou Said",Dar (Maison Traditionnelle),114.8661415503551,2,1,1,2,False,1965,61,True,False,True,False,352000
Tunis,Résidentiel,"Résidentiel, Tunis",Dar (Maison Traditionnelle),142.08803248247398,3,1,1,1,False,1980,46,False,False,True,False,622000
Gammarth,Agricole,"Agricole, Gammarth",Appartement,87.83428364200893,4,3,1,2,False,1960,66,True,False,True,False,305000
Sousse,Agricole,"Agricole, Sousse",Riad,104.92100961044476,3,1,1,4,False,2009,17,True,False,False,False,338000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Dar (Maison Traditionnelle),181.6957914293337,2,1,1,4,True,1965,61,False,False,False,False,834000
Kairouan,Luxueux,"Luxueux, Kairouan",Riad,123.61441735624348,4,2,1,5,False,1993,33,False,False,False,False,509000
Kairouan,Périphérie,"Périphérie, Kairouan",Duplex,73.02077557026257,2,1,1,4,False,1969,57,True,True,True,False,197000
Kairouan,Centre Ville,"Centre Ville, Kairouan",Maison,125.16909981060476,2,1,1,0,False,2023,3,False,False,True,False,305000
Djerba,Périphérie,"Périphérie, Djerba",Riad,156.20438374732709,4,2,1,5,False,1966,60,False,False,True,False,576000
Hammamet,Agricole,"Agricole, Hammamet",Appartement,157.65949748662746,1,1,1,5,False,1962,64,True,False,True,False,292000
Gabes,Centre Ville,"Centre Ville, Gabes",Riad,85.37325578224986,1,1,1,3,False,1964,62,False,True,True,False,185000
Monastir,Luxueux,"Luxueux, Monastir",Dar (Maison Traditionnelle),159.925066895361,4,2,1,0,False,2014,12,True,True,True,False,905000
Bizerte,Centre Ville,"Centre Ville, Bizerte",Maison,104.48789709070367,2,1,1,4,False,2017,9,False,False,True,False,319000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Riad,101.0187751661583,4,3,1,1,False,2016,10,False,True,True,False,907000
Kairouan,Luxueux,"Luxueux, Kairouan",Studio,160.39032292726532,3,2,1,3,True,1964,62,False,False,False,False,210000
La Marsa,Périphérie,"Périphérie, La Marsa",Studio,136.0386963349205,2,1,1,0,False,2015,11,True,False,True,False,451000
Mahdia,Agricole,"Agricole, Mahdia",Studio,65.72024220135248,3,1,1,5,True,2024,2,True,False,False,False,91000
La Marsa,Périphérie,"Périphérie, La Marsa",Appartement,43.69580463723936,1,1,1,3,True,2000,26,False,True,False,False,237000
Bizerte,Côtière,"Côtière, Bizerte",Penthouse,88.41085106647607,2,1,1,3,True,1970,56,True,False,True,False,419000
Sfax,Périphérie,"Périphérie, Sfax",Dar (Maison Traditionnelle),190.84144514071366,5,4,2,4,True,1963,63,True,True,False,False,404000
Mahdia,Centre Ville,"Centre Ville, Mahdia",Penthouse,111.91600363927523,3,2,1,0,False,2024,2,False,False,False,False,378000
Hammamet,Côtière,"Côtière, Hammamet",Duplex,195.921101532609,4,3,1,3,False,2014,12,False,False,True,False,899000
Kairouan,Résidentiel,"Résidentiel, Kairouan",Dar (Maison Traditionnelle),101.06060993830411,1,1,1,0,False,2024,2,True,False,False,False,246000
Kairouan,Touristique,"Touristique, Kairouan",Studio,93.43903935001356,4,3,1,2,False,2022,4,False,True,True,False,192000
Nabeul,Luxueux,"Luxueux, Nabeul",Penthouse,142.00018874244563,5,4,2,2,False,1961,65,False,False,False,False,436000
Mahdia,Périphérie,"Périphérie, Mahdia",Dar (Maison Traditionnelle),50.77409902875017,4,2,1,1,False,2026,0,False,False,True,False,230000
Monastir,Résidentiel,"Résidentiel, Monastir",Maison,118.17203806043909,6,5,2,2,False,1983,43,False,True,False,False,345000
Bizerte,Luxueux,"Luxueux, Bizerte",Riad,170.50345102968063,4,3,1,3,True,2000,26,True,True,False,False,604000
Kairouan,Touristique,"Touristique, Kairouan",Penthouse,126.18935233891517,3,1,1,4,False,1975,51,False,True,False,False,287000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Studio,103.44878328959597,4,2,1,5,True,2023,3,False,False,True,False,470000
Djerba,Centre Ville,"Centre Ville, Djerba",Penthouse,205.4954340703854,4,2,1,1,False,2011,15,False,True,True,False,1266000
Gammarth,Agricole,"Agricole, Gammarth",Riad,145.83775134949332,6,4,2,0,False,2024,2,False,True,True,False,887000
Bizerte,Résidentiel,"Résidentiel, Bizerte",Riad,78.21142613375947,3,2,1,3,True,1990,36,True,True,True,False,393000
Tunis,Touristique,"Touristique, Tunis",Appartement,20.0,3,2,1,3,False,1979,47,True,True,False,False,309000
La Marsa,Populaire,"Populaire, La Marsa",Villa,92.07831572915073,3,1,1,2,False,2022,4,False,True,True,False,570000
Gabes,Centre Ville,"Centre Ville, Gabes",Duplex,92.44418799796856,1,1,1,3,True,2021,5,False,True,False,False,237000
Mahdia,Côtière,"Côtière, Mahdia",Maison,131.5432205064044,6,4,2,5,False,1974,52,False,True,False,True,354000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Appartement,222.0855745707407,4,3,1,0,False,2008,18,False,True,True,False,1048000
La Marsa,Agricole,"Agricole, La Marsa",Studio,90.22857131275069,4,3,1,1,False,1973,53,True,False,False,True,273000
Tozeur,Centre Ville,"Centre Ville, Tozeur",Studio,234.81916229727094,1,1,1,2,False,1978,48,True,True,False,False,212000
Gammarth,Côtière,"Côtière, Gammarth",Riad,208.32277769593944,4,2,1,3,False,2022,4,True,False,False,False,1760000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Villa,72.19321485207304,2,1,1,4,True,1983,43,True,True,False,False,768000
Hammamet,Populaire,"Populaire, Hammamet",Studio,144.27780086149573,1,1,1,1,False,1970,56,False,False,True,False,237000
Sfax,Périphérie,"Périphérie, Sfax",Penthouse,85.87310019295884,1,1,1,4,False,1963,63,True,False,False,False,224000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Villa,97.71241210349194,3,2,1,4,False,1971,55,False,False,False,False,291000
Sousse,Périphérie,"Périphérie, Sousse",Studio,175.42223008614465,3,2,1,5,False,1974,52,True,True,False,False,242000
La Marsa,Luxueux,"Luxueux, La Marsa",Villa,35.59828374011609,2,1,1,5,True,2015,11,False,False,False,False,568000
Sousse,Populaire,"Populaire, Sousse",Studio,191.851294906737,1,1,1,5,False,1984,42,False,False,True,False,211000
Sousse,Agricole,"Agricole, Sousse",Dar (Maison Traditionnelle),61.59565239460758,5,4,2,0,False,1963,63,True,False,False,False,192000
Mahdia,Agricole,"Agricole, Mahdia",Dar (Maison Traditionnelle),57.432190888035656,2,1,1,3,True,1961,65,False,True,False,False,123000
Sidi Bou Said,Agricole,"Agricole, Sidi Bou Said",Appartement,98.16012278786131,3,2,2,0,False,1985,41,True,False,True,False,285000
Sidi Bou Said,Populaire,"Populaire, Sidi Bou Said",Villa,160.82664959317037,6,5,3,1,False,1979,47,True,False,True,False,786000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Duplex,166.01756998859705,1,1,1,2,False,2002,24,True,True,False,False,401000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Penthouse,65.34723046056111,5,4,1,1,False,2010,16,True,False,True,False,706000
Kairouan,Populaire,"Populaire, Kairouan",Duplex,122.93044586858963,1,1,1,4,True,2009,17,False,True,True,False,284000
Nabeul,Périphérie,"Périphérie, Nabeul",Studio,51.95825108494604,1,1,1,5,True,1990,36,True,True,False,False,101000
Sfax,Centre Ville,"Centre Ville, Sfax",Duplex,63.858512290240625,2,1,1,1,False,2004,22,True,True,True,False,297000
Monastir,Centre Ville,"Centre Ville, Monastir",Penthouse,187.70045689432754,1,1,1,2,False,2004,22,True,False,False,False,654000
Gammarth,Côtière,"Côtière, Gammarth",Duplex,151.36960370418424,3,1,1,4,True,1996,30,True,False,True,False,1501000
Sfax,Résidentiel,"Résidentiel, Sfax",Dar (Maison Traditionnelle),167.33091541652183,4,3,1,3,True,2020,6,False,False,True,False,566000
Gammarth,Agricole,"Agricole, Gammarth",Studio,151.8276603436632,6,5,3,2,False,1970,56,True,False,True,False,414000
Gabes,Périphérie,"Périphérie, Gabes",Duplex,141.66420667196294,4,2,1,5,True,2011,15,False,False,False,False,250000
Hammamet,Luxueux,"Luxueux, Hammamet",Dar (Maison Traditionnelle),110.64712417631686,3,1,1,2,False,2016,10,False,False,False,False,682000
Tunis,Résidentiel,"Résidentiel, Tunis",Riad,122.35171820042517,3,1,1,2,False,1986,40,False,False,False,False,597000
Sidi Bou Said,Luxueux,"Luxueux, Sidi Bou Said",Duplex,109.40843117219528,2,1,1,2,False,1973,53,False,True,False,False,725000
Gammarth,Touristique,"Touristique, Gammarth",Dar (Maison Traditionnelle),126.18773212621386,3,2,1,5,True,2016,10,True,True,False,False,879000
Sfax,Agricole,"Agricole, Sfax",Villa,207.33936933009758,1,1,1,5,False,1962,64,True,True,False,False,318000
Djerba,Agricole,"Agricole, Djerba",Studio,105.38827311910775,4,1,1,3,True,1981,45,True,False,False,False,212000
Monastir,Périphérie,"Périphérie, Monastir",Penthouse,105.07806584009776,3,2,1,0,False,1969,57,False,False,False,False,280000
La Marsa,Agricole,"Agricole, La Marsa",Riad,131.56811621706453,5,4,2,0,False,1981,45,False,False,False,False,461000
Tunis,Luxueux,"Luxueux, Tunis",Dar (Maison Traditionnelle),82.99228884982242,3,1,1,3,False,1972,54,True,False,False,False,583000
Gammarth,Périphérie,"Périphérie, Gammarth",Studio,135.38676344142107,4,2,1,0,False,2000,26,False,True,True,False,485000
Djerba,Agricole,"Agricole, Djerba",Penthouse,203.7135383035565,2,1,1,1,False,1983,43,False,True,False,False,532000
Kairouan,Populaire,"Populaire, Kairouan",Villa,70.71259627489849,3,2,1,3,True,1992,34,True,False,False,False,183000
Hammamet,Côtière,"Côtière, Hammamet",Duplex,70.95266364933153,2,1,1,5,False,2026,0,False,True,False,False,539000
Nabeul,Périphérie,"Périphérie, Nabeul",Penthouse,171.2280874651223,4,3,1,4,False,1990,36,True,True,True,False,404000
Gabes,Touristique,"Touristique, Gabes",Riad,179.34613341177186,6,5,2,3,False,1961,65,True,False,True,True,546000
Djerba,Résidentiel,"Résidentiel, Djerba",Dar (Maison Traditionnelle),143.31819830877996,2,1,1,0,False,1965,61,True,True,False,False,543000
Monastir,Luxueux,"Luxueux, Monastir",Maison,130.8472163797873,4,3,1,2,False,2003,23,False,False,False,False,622000
Djerba,Populaire,"Populaire, Djerba",Villa,147.66822260107952,3,1,1,0,False,1978,48,False,False,False,False,434000
Hammamet,Populaire,"Populaire, Hammamet",Studio,134.4912419437429,2,1,1,2,False,1962,64,False,True,False,False,171000
Nabeul,Côtière,"Côtière, Nabeul",Appartement,95.23924509976325,3,1,1,4,True,2010,16,True,True,False,False,389000
Djerba,Côtière,"Côtière, Djerba",Studio,163.36766894594388,4,3,1,4,True,2000,26,False,True,False,False,505000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Villa,130.48430317872442,4,3,1,2,False,1983,43,False,True,True,False,466000
Gammarth,Agricole,"Agricole, Gammarth",Studio,212.5308292260299,4,3,1,4,True,1994,32,False,True,True,False,512000
Gabes,Touristique,"Touristique, Gabes",Dar (Maison Traditionnelle),179.59779838214865,2,2,1,5,False,2005,21,True,False,True,False,365000
Kairouan,Agricole,"Agricole, Kairouan",Appartement,142.65834481502506,4,3,2,4,False,1976,50,True,False,False,False,162000
Tunis,Populaire,"Populaire, Tunis",Penthouse,104.48019317622432,2,1,1,3,True,2012,14,False,False,True,False,413000
Kairouan,Populaire,"Populaire, Kairouan",Villa,76.76501428161737,1,1,1,2,False,1976,50,False,True,False,True,202000
Monastir,Centre Ville,"Centre Ville, Monastir",Villa,140.6596868483986,1,1,1,4,False,1989,37,True,True,True,False,602000
Kairouan,Populaire,"Populaire, Kairouan",Duplex,117.58186817077463,3,2,1,2,False,2018,8,False,True,False,True,255000
Nabeul,Populaire,"Populaire, Nabeul",Penthouse,217.17917144098033,3,3,1,2,False,1972,54,True,False,False,False,333000
Tunis,Populaire,"Populaire, Tunis",Riad,44.96613163207002,1,1,1,4,True,1976,50,False,True,False,False,297000
Tunis,Agricole,"Agricole, Tunis",Maison,158.76688604530267,3,1,1,1,False,2004,22,False,False,False,False,348000
Sfax,Côtière,"Côtière, Sfax",Penthouse,109.01401225663544,2,1,1,5,True,1964,62,True,True,True,False,513000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Penthouse,145.73790100900416,1,1,1,0,False,2003,23,False,False,True,False,794000
Gabes,Agricole,"Agricole, Gabes",Riad,139.11588660213778,2,1,1,4,False,2003,23,True,False,True,False,231000
Djerba,Agricole,"Agricole, Djerba",Studio,85.78090894182326,5,2,1,2,False,1986,40,True,False,False,True,199000
Monastir,Périphérie,"Périphérie, Monastir",Penthouse,194.16966980117144,1,1,1,2,False,1974,52,True,False,False,False,371000
Tunis,Luxueux,"Luxueux, Tunis",Villa,100.33994981589049,3,1,1,2,False,1962,64,True,True,True,False,678000
Sousse,Touristique,"Touristique, Sousse",Riad,65.14280651147682,2,1,1,5,False,1977,49,True,True,True,False,522000
Djerba,Luxueux,"Luxueux, Djerba",Villa,138.44865060511728,3,2,1,2,False,1990,36,True,False,True,False,1259000
Hammamet,Périphérie,"Périphérie, Hammamet",Riad,152.00133091921646,4,2,1,2,False,2003,23,True,True,True,False,1119000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Penthouse,67.28099023772918,4,3,1,0,False,1987,39,False,False,False,False,547000
Tunis,Agricole,"Agricole, Tunis",Villa,56.145771883444056,1,1,1,3,False,2014,12,True,True,False,False,277000
Sousse,Résidentiel,"Résidentiel, Sousse",Maison,130.1707336694791,3,1,1,5,True,2023,3,True,False,True,False,746000
Gabes,Centre Ville,"Centre Ville, Gabes",Studio,158.64023318186503,1,1,1,1,False,2021,5,False,False,False,False,111000
Gabes,Touristique,"Touristique, Gabes",Maison,119.80688606040692,2,1,1,5,False,1964,62,False,True,False,False,210000
Gabes,Luxueux,"Luxueux, Gabes",Villa,111.93819738012473,3,1,1,2,False,2006,20,False,True,True,False,405000
Monastir,Populaire,"Populaire, Monastir",Duplex,26.954961539461962,3,2,1,5,True,1987,39,True,False,False,True,239000
Nabeul,Périphérie,"Périphérie, Nabeul",Villa,188.06465622196163,1,1,1,3,True,2016,10,False,False,False,False,386000
Hammamet,Agricole,"Agricole, Hammamet",Appartement,64.79871832638074,1,1,1,3,False,1980,46,False,True,True,False,207000
Gammarth,Populaire,"Populaire, Gammarth",Villa,87.901681633376,1,1,1,4,True,2012,14,True,True,True,False,675000
Bizerte,Agricole,"Agricole, Bizerte",Dar (Maison Traditionnelle),45.122551941991944,4,3,1,4,False,1981,45,True,False,False,True,124000
Monastir,Périphérie,"Périphérie, Monastir",Penthouse,92.09333701712747,4,3,1,2,False,1993,33,False,False,False,False,292000
Hammamet,Côtière,"Côtière, Hammamet",Maison,121.28138362010127,3,2,1,1,False,1994,32,True,False,False,False,647000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Villa,182.72450970767846,3,3,1,3,False,2026,0,False,True,False,False,1140000
Sfax,Périphérie,"Périphérie, Sfax",Villa,146.18398280152618,4,2,1,0,False,2007,19,True,False,True,False,575000
Djerba,Résidentiel,"Résidentiel, Djerba",Villa,218.43786547169793,4,2,1,0,False,1980,46,False,False,False,False,976000
Bizerte,Populaire,"Populaire, Bizerte",Penthouse,140.0251478431385,1,1,1,2,False,1977,49,True,True,True,False,289000
Kairouan,Luxueux,"Luxueux, Kairouan",Penthouse,221.38107481245356,4,2,1,1,False,2023,3,True,True,False,False,629000
Sousse,Agricole,"Agricole, Sousse",Duplex,82.44163901880606,2,1,1,2,False,1976,50,True,True,True,True,313000
Nabeul,Agricole,"Agricole, Nabeul",Dar (Maison Traditionnelle),20.0,5,4,2,0,False,2011,15,True,False,False,False,161000
Gabes,Périphérie,"Périphérie, Gabes",Duplex,71.73929616247261,3,1,1,4,False,1985,41,True,False,True,False,173000
Tozeur,Côtière,"Côtière, Tozeur",Villa,93.27362050312762,3,1,1,2,False,1998,28,True,True,False,False,289000
Gammarth,Agricole,"Agricole, Gammarth",Duplex,160.5456886307848,2,1,1,2,False,1965,61,True,False,True,False,490000
Monastir,Agricole,"Agricole, Monastir",Maison,126.76342045513377,1,1,1,3,False,2017,9,True,True,False,False,265000
La Marsa,Touristique,"Touristique, La Marsa",Appartement,94.92924765457508,1,1,1,5,True,1974,52,True,False,True,False,531000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Studio,130.00168936561641,3,1,1,4,True,1979,47,False,True,False,False,461000
Djerba,Périphérie,"Périphérie, Djerba",Appartement,136.5534237882469,4,2,1,3,True,2025,1,False,True,True,False,532000
Bizerte,Côtière,"Côtière, Bizerte",Studio,150.8714315463662,2,1,1,5,False,2022,4,True,False,False,False,217000
Monastir,Agricole,"Agricole, Monastir",Riad,89.9494939684054,2,1,1,3,True,1972,54,True,False,True,False,278000
Tunis,Agricole,"Agricole, Tunis",Studio,144.99108179869046,1,1,1,0,False,2025,1,True,False,False,False,163000
Hammamet,Côtière,"Côtière, Hammamet",Duplex,121.2833227526856,3,1,1,5,True,1980,46,True,True,False,False,773000
Mahdia,Agricole,"Agricole, Mahdia",Riad,177.37496232892585,1,1,1,2,False,1978,48,False,False,True,False,274000
Tunis,Touristique,"Touristique, Tunis",Riad,46.34621784676931,3,2,1,4,True,2003,23,True,True,True,True,937000
Djerba,Agricole,"Agricole, Djerba",Riad,79.40325076426623,3,1,1,5,False,1965,61,True,False,False,True,508000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Maison,167.4944534124646,2,1,1,1,False,1985,41,True,True,True,False,1038000
Nabeul,Touristique,"Touristique, Nabeul",Penthouse,133.08652190969417,1,1,1,2,False,1972,54,False,True,False,False,408000
Hammamet,Périphérie,"Périphérie, Hammamet",Villa,154.0287079825936,2,1,1,5,True,2003,23,False,False,True,False,938000
Monastir,Luxueux,"Luxueux, Monastir",Dar (Maison Traditionnelle),116.83483886093316,3,2,1,2,False,2008,18,False,False,False,False,488000
Djerba,Populaire,"Populaire, Djerba",Penthouse,118.5997018209074,1,1,1,0,False,2024,2,True,False,False,False,385000
Djerba,Touristique,"Touristique, Djerba",Dar (Maison Traditionnelle),143.38496864613097,2,1,1,0,False,1997,29,False,True,True,False,642000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Penthouse,120.25435160907384,1,1,1,0,False,1986,40,True,False,True,False,901000
Hammamet,Centre Ville,"Centre Ville, Hammamet",Maison,139.6941747987935,5,3,1,0,False,2011,15,False,False,True,False,899000
Monastir,Résidentiel,"Résidentiel, Monastir",Duplex,143.16122280000673,2,1,1,0,False,1978,48,False,False,True,False,501000
Sfax,Touristique,"Touristique, Sfax",Riad,200.82608272568746,2,1,1,4,True,1965,61,False,False,True,False,878000
Sousse,Résidentiel,"Résidentiel, Sousse",Penthouse,107.16524859378059,5,4,2,0,False,1975,51,False,True,False,False,525000
Monastir,Périphérie,"Périphérie, Monastir",Appartement,122.98325928232738,1,1,1,3,False,2013,13,True,True,True,False,323000
Gabes,Populaire,"Populaire, Gabes",Villa,97.00695295059043,2,1,1,4,True,2002,24,True,True,True,False,209000
Tunis,Côtière,"Côtière, Tunis",Riad,135.30512852290062,3,2,1,0,False,1991,35,False,True,True,False,868000
Kairouan,Agricole,"Agricole, Kairouan",Studio,66.79529242864498,1,1,1,3,True,1964,62,False,True,False,False,51000
La Marsa,Populaire,"Populaire, La Marsa",Penthouse,148.4644661635032,3,1,1,5,False,2024,2,False,False,False,False,618000
Kairouan,Populaire,"Populaire, Kairouan",Villa,115.92268220653216,4,3,1,1,False,2014,12,False,True,True,False,269000
Sfax,Populaire,"Populaire, Sfax",Dar (Maison Traditionnelle),121.8647039910331,2,1,1,5,False,2020,6,False,True,True,False,321000
Nabeul,Agricole,"Agricole, Nabeul",Maison,227.88571522189838,1,1,1,0,False,1963,63,True,False,False,False,249000
Sousse,Luxueux,"Luxueux, Sousse",Maison,71.89293859048077,3,1,1,1,False,2004,22,True,False,True,False,605000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Riad,153.48422446582524,4,2,1,5,False,1994,32,True,False,False,True,1321000
La Marsa,Périphérie,"Périphérie, La Marsa",Studio,25.398321375716492,3,2,1,2,False,2004,22,True,False,True,False,218000
Hammamet,Touristique,"Touristique, Hammamet",Maison,121.54035674989751,5,3,1,5,True,2001,25,False,True,False,True,1044000
Gammarth,Populaire,"Populaire, Gammarth",Villa,172.08970595107974,2,1,1,3,True,1967,59,True,False,True,False,736000
Djerba,Touristique,"Touristique, Djerba",Maison,213.42635940365454,1,1,1,1,False,1989,37,True,True,False,False,642000
Sfax,Luxueux,"Luxueux, Sfax",Penthouse,150.30759357676806,2,1,1,3,False,2004,22,False,False,False,False,565000
Sousse,Agricole,"Agricole, Sousse",Studio,157.8890072186955,5,4,2,0,False,1977,49,True,False,False,False,195000
Gabes,Populaire,"Populaire, Gabes",Penthouse,234.99845621932366,1,1,1,1,False,2023,3,True,True,False,False,317000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Appartement,83.67318930172277,1,1,1,2,False,2001,25,True,False,False,False,283000
Tozeur,Centre Ville,"Centre Ville, Tozeur",Appartement,183.2054554281251,4,2,1,0,False,2023,3,True,True,False,False,325000
Tunis,Résidentiel,"Résidentiel, Tunis",Villa,131.3214605605984,5,4,2,3,False,1971,55,False,False,True,False,642000
Monastir,Luxueux,"Luxueux, Monastir",Penthouse,95.64164084854278,1,1,1,0,False,2006,20,False,True,True,True,649000
Mahdia,Côtière,"Côtière, Mahdia",Appartement,126.6429341333624,2,1,1,2,False,2018,8,True,False,True,False,334000
Mahdia,Touristique,"Touristique, Mahdia",Villa,186.83368318591513,2,1,1,0,False,2005,21,True,True,False,True,633000
Mahdia,Luxueux,"Luxueux, Mahdia",Penthouse,134.14416000170897,3,2,1,2,False,2004,22,True,True,False,False,501000
Gabes,Touristique,"Touristique, Gabes",Villa,25.634201784063052,3,1,1,4,False,2001,25,False,True,True,False,208000
Monastir,Côtière,"Côtière, Monastir",Maison,134.72094888420241,4,2,1,4,False,1985,41,True,False,True,False,462000
Djerba,Luxueux,"Luxueux, Djerba",Dar (Maison Traditionnelle),117.91421266084605,1,1,1,3,True,1970,56,False,False,True,False,713000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Dar (Maison Traditionnelle),39.49593776105655,2,1,1,3,True,1971,55,False,False,False,False,368000
